"source_text","target_translation","source_name","source_file","language","language_id"
"...u(b)... ...t × raisa × s... ...ti(R) × s-...ar- ... ...-(n) · -... ...(t)i","Jóbjôrn had the stones raised in memory of Sigbjôrn/Seybjôrn, his father. ... carved(?).","U Fv1979;245 $","srd_parallel.csv","en","0"
"ran--h-... ...ios---...(h)...(u)...(a)","Ragn-...(?)/Rann-...(?) ...","U Fv1979;246","srd_parallel.csv","en","0"
"...-- a mik","... owns me.","U Fv1979;249 M","srd_parallel.csv","en","0"
"kati","Káti(?)","U Fv1980;235 M","srd_parallel.csv","en","0"
"... biarn ' uk ... ...-husa ' moþur sin","... Bjôrn/...-bjôrn and ... <...-husa> their mother.","U Fv1980;237","srd_parallel.csv","en","0"
"-uf-h-m §B þoR¶-nr","... §B ...","U Fv1981;199 M §A","srd_parallel.csv","en","0"
"---þ^R---","...","U Fv1981;201 M","srd_parallel.csv","en","0"
"× nesbiurn : (l)it : raisa : sta-n : þensa : eftiR : (o)laif : sun : sin : hiar : skal : stanta : stain · a : l(a)(i)...au...","Nesbjôrn had this stone raised in memory of Óleifr, his son. Here the stone will stand on ...","U Fv1983;228","srd_parallel.csv","en","0"
"$M §A <...-uþh ÷ raþ^ ^þþ ÷ runar> §B ... ...(k)s · ieæsus ÷ iiæsus : ieæsus ÷ ka^lka^ns ÷ ga^rd^u(R) ÷ ieæsus ÷ ieæ(s)... ...","$M §A ... interpret the runes! §B ... cross(?). Jesus, Jesus, Jesus, the (communion) chalice's <garduR>. Jesus, Jesus ...","U Fv1983;229","srd_parallel.csv","en","0"
"$M kir-s -...","$M Lord(?) ...","U Fv1983;232","srd_parallel.csv","en","0"
"asmu-tr ... ris-- · runaR · eftiR × stein · faþurs·faþur · sin · auk · faþur · siba · ok × geiRbiarnaR × aok ... ulfs · eaR · merki · mikit · at · man · koþan ×","Ásmundr carved the runes in memory of Steinn, his father's father, and the father of Sibbi and Geirbjôrn and Ulfr. Here (stands) a great landmark in memory of a good man.","U Fv1986;84 $","srd_parallel.csv","en","0"
"...-l : kuþ hialbi ...","... May God help ...","U Fv1986;220A","srd_parallel.csv","en","0"
"M? §A ...-(h)aþist^n-... §B ...(t)Rt^ns(oe)(ø)(n)","M? §A ... §B ...","U Fv1986;220B","srd_parallel.csv","en","0"
"fuþorkhnis","<fuþorkhnias>","U Fv1986;220C","srd_parallel.csv","en","0"
"kitil| |lit ' hakua stin ' þino ' ifti(m) ' inku-- · faþur ' sin ' o-... ...- · hiri(a)R ' markaþu ·","Ketill had this stone cut in memory of Ingulfr/Ingvarr(?), his father. Ásmundr and Herjarr(?) marked.","U Fv1988;241 $","srd_parallel.csv","en","0"
"... ...-biarn ' uk ' þora ' litu · ... ...- ri-... ... §B uaþ...","... ...-bjôrn/Bjôrn and Þóra had ... ... carved(?) ... §B ...","U Fv1988;243 $ §A","srd_parallel.csv","en","0"
"... stin : þinsi : i--iR : un...","... this stone in memory of ...","U Fv1990;32A $","srd_parallel.csv","en","0"
"staki auk · þi-fi · litu · rist- · stain · þi-a · i-tir · himik + faþur × sin ·","Staki(?) and Þjalfi had this stone carved in memory of Hemingr, their father.","U Fv1990;32B","srd_parallel.csv","en","0"
"$M siþu(h)un","$M ...","U Fv1990;33","srd_parallel.csv","en","0"
"$M ri(ø) (n)oþs","$M ... ...","U Fv1990;35","srd_parallel.csv","en","0"
"$M ikiu(a)^t","$M Ingihvatr(?)","U Fv1990;36","srd_parallel.csv","en","0"
"$M §A kruks : markus : kruks : lukus : kruks : ma(þ)--... §B ...-- -oanas : kruks : maria : matra : tomina","$M §A Cross Mark. Cross Luke. Cross Matthew(?). §B Cross(?) John(?). Cross Mary, mother of God (?).","U Fv1990;37","srd_parallel.csv","en","0"
"$M f-nolh--...","$M ...","U Fv1990;39A","srd_parallel.csv","en","0"
"liku a knif","Likko(?)/Liko(?)/Linko(?) owns the knife.","U Fv1990;39B M","srd_parallel.csv","en","0"
"$M §A ??þþþ §B þ(y)","$M §A ... §B ...","U Fv1990;41A","srd_parallel.csv","en","0"
"$M §A fuþorkhinastb--R §B -- ba ba","$M §A <fuþorkhniastbmlR> §B ... ... ...","U Fv1990;41B","srd_parallel.csv","en","0"
"$M §A r : r : riruþ- §B l +","$M §A ... ... ... §B ...","U Fv1990;41C","srd_parallel.csv","en","0"
"...sti...","...","U Fv1990;42","srd_parallel.csv","en","0"
"sikfastr : auk : sihfu... ...aistu : stin : þansi (a)uk ... -i(þ)...fri(þ)a : aftR : uifast : faþur : sia : kuþ hialbi : nuk : · ku(þ)... ... at hans ... hiuk^ · ^stin","Sigfastr and Sigfuss raised this stone and Heðinfríða(?) in memory of Véfastr, their father. May God and God's mother(?) help his spirit. ... cut the stone.","U Fv1992;156 $","srd_parallel.csv","en","0"
"× kunar : auk biurn : auk × þurkrimr × ra-... ...tain : þina · at þurst... × bruþur sin : is uas austr : tauþr · m... ...ari × auk × karþ... ...u þisi","Gunnarr and Bjôrn and Þorgrímr raised this stone in memory of Þorsteinn, their brother, who was dead in the east with Ingvarr, and made this bridge.","U Fv1992;157","srd_parallel.csv","en","0"
"... at × or... ...","... in memory of Ormr(?) ...","U Fv1992;159A","srd_parallel.csv","en","0"
"kunt","Knútr(?)/Gunn-...(?)","U Fv1992;159B","srd_parallel.csv","en","0"
"nuþRþu-","...","U Fv1992;160 $","srd_parallel.csv","en","0"
"inþi","...","U Fv1992;161A","srd_parallel.csv","en","0"
"þurli §B -aa-- × fyrt × ulr-","Þorli(?) §B ... brought(?) ...","U Fv1992;161B §A","srd_parallel.csv","en","0"
"fuþorkhniastbml §B burka(R) a naskal þina kuþumutr riti §C fuþorkhniastbmlR","<fuþorkhniastbmlR> §B Borgeirr(?) owns this ... Guðmundr(?) carved(?). §C <fuþorkhniastbmlR>","U Fv1992;161C $ §A","srd_parallel.csv","en","0"
"$M (u)ii...","$M ...","U Fv1992;163A","srd_parallel.csv","en","0"
"iunia","...","U Fv1992;163B","srd_parallel.csv","en","0"
"$M þþþþi","$M ...","U Fv1992;164B","srd_parallel.csv","en","0"
"$M §A raþ nu en þu ... §B rom(i)","$M §A Interpret now, and you ... §B ...","U Fv1992;164C","srd_parallel.csv","en","0"
"$M fuko/fþko","$M ...","U Fv1992;165","srd_parallel.csv","en","0"
"mari · selti · rif a fe mest · ¶ aff ¶ asa §BP kunukr : iaR : matr : bestr : han : a f mest : han iaR þekili §BQ kunukr : iaR : matr : bestr : han : a f mest : han iaR þekil i","Mari(?) gave the rib-bone. (He) owns the most wealth. ... Ása(?) §BP The king is the best man(?). He owns the most wealth. He is agreeable. §BQ A king is the best man. He owns the most wealth. He is ever ruler.","U Fv1992;166 $ §A","srd_parallel.csv","en","0"
"s ' s...","... ...","U Fv1992;167A $","srd_parallel.csv","en","0"
"...t · þu^kkiR · m... §AQ ... ...t · þu^kkiR · m... ... §B ...(s)ku · -...","... seems(?) ... §AQ ... it seems to me (?) ... §B ... ...","U Fv1992;167C $ §AP","srd_parallel.csv","en","0"
"...r · -...","... ...","U Fv1992;168B $","srd_parallel.csv","en","0"
"fastlaug fikr · ok : kola §B rif : naut^s","Fastlaug Finger and Kolla. §B rib-bone of cattle.","U Fv1992;168C §A","srd_parallel.csv","en","0"
"... raisti × stain þinsa · iftiR sbraka × sun ...--i × kuþan","... raised this stone in memory of Spraki, ... good son.","U Fv1992;169","srd_parallel.csv","en","0"
"hu(l)r-... ... bi(e)r-/...bi(e)r- × þir l(i)tu kira · (m)-rki · iftiR × fu(l)n(e) · faþur · sin","<hulr-...> ... Bjôrn/...-bjôrn they had this landmark made in memory of Fulnir, their father.","U Fv1993;231","srd_parallel.csv","en","0"
"...mikR · lit · hkua · stain iftR s-... sin koþan","Hemiongr had the stone cut in memory of his good sun.","U Fv1993;233","srd_parallel.csv","en","0"
"þnfu/wnfu","...","U Fv1993;234 U","srd_parallel.csv","en","0"
"... tirf(R) ...-...urs-...","... Djarfr ...","U Fv1993;235","srd_parallel.csv","en","0"
"æ^l/l^æ","...","U Fv1993;236 M","srd_parallel.csv","en","0"
"=U_Fv1979;245","=U_Fv1979;245","U Fv1996;215","srd_parallel.csv","en","0"
"[...r ankar · atr · uk · ... · litu · rasa · tsan · at · suta · ...]","... Arngeirr(?)/Arngerðr(?), Haddr(?) and ... had the stone raised in memory of Sóti, ...","U Fv2009;312 †","srd_parallel.csv","en","0"
"[... uk · hursi ...]","... and Haursi ...","U Fv2012;59 †","srd_parallel.csv","en","0"
"[...-r · kerþ(i) ...]","... made ...","U Fv2012;60 †","srd_parallel.csv","en","0"
"h-AhAhAukz Albu-- §B ...-(n)A","Hlahahaukz (The Laughing Hawk) (is) completely ready.(?) §B ...","U HG1989;44 U §A","srd_parallel.csv","en","0"
"=U_NOR2003;23","=U_NOR2003;23","U KVHAAÅ2003;65","srd_parallel.csv","en","0"
"...-purut","...","U KVHAAÅ2008;214 $","srd_parallel.csv","en","0"
"=U_560","=U_560","U Köping;18","srd_parallel.csv","en","0"
"hsanþi hri","... ...","U L1887 $","srd_parallel.csv","en","0"
"... l","... ...","U MK1998;49","srd_parallel.csv","en","0"
": iii ÷ ?sk ÷ isi?n ¶ t^h?o???? §B ?k?o?þto(u)f??? ¶ t?????(f)?","... ... ... ... §B ... ...","U NOR1994;26A §A","srd_parallel.csv","en","0"
"...us sanctu... ¶ ...-lfa et o ...","Holy Spirit alpha and o ...","U NOR1994;26B M","srd_parallel.csv","en","0"
"burn","Bjôrn","U NOR1996;17A","srd_parallel.csv","en","0"
"$M §A haralt §B si s^a^s| |sik^h^ s^a i s^a^ sik^ s^a i| |is","$M §A Harald(r) Look! He who saw himself in the tub, he saw himself in the ice.","U NOR1996;17B","srd_parallel.csv","en","0"
"...tmlR","<...tbmlR>","U NOR1996;17C","srd_parallel.csv","en","0"
"--þnþ-","...","U NOR1996;17D M","srd_parallel.csv","en","0"
"liþþþþþþþissi...-a...-","...","U NOR1996;18A M","srd_parallel.csv","en","0"
"bofe","Bófi","U NOR1996;18B M","srd_parallel.csv","en","0"
"$M -b-btbtb","$M ...","U NOR1996;18C","srd_parallel.csv","en","0"
"Rbnia ¶ fuþorkhninstbmlR","... <fuþorkhniastbmlR>","U NOR1996;18D M","srd_parallel.csv","en","0"
"funi","Funi(?)/flame(?)","U NOR1996;18E M","srd_parallel.csv","en","0"
"...r ' ok ' i...","... and ...","U NOR1996;18F","srd_parallel.csv","en","0"
"i--imit^oiRiaR-","...","U NOR1996;19 $","srd_parallel.csv","en","0"
"...iun · t... ...iks...","... ... ...","U NOR1997;27A $","srd_parallel.csv","en","0"
"...iþ...","...","U NOR1997;27B","srd_parallel.csv","en","0"
"raþ| |þu × runa- ... §B ...--- × stu-r--","Interpret the runes ... §B ... ...","U NOR1997;29A §A","srd_parallel.csv","en","0"
"huþþuu","...","U NOR1997;29B M","srd_parallel.csv","en","0"
"fþ","<fuþork>(?)","U NOR1997;29C M","srd_parallel.csv","en","0"
"kæenm","...","U NOR1997;29D M","srd_parallel.csv","en","0"
"rifi","rib/rib-bone","U NOR1997;29E M","srd_parallel.csv","en","0"
"rifbin trr---...","rib-bone ...","U NOR1997;29F M","srd_parallel.csv","en","0"
"fuþ ¶ ar-","<fuþork>(?)/cunt(?) eagle(?)","U NOR1997;29G $","srd_parallel.csv","en","0"
"þu^nl þorluk ¶ oimi","... Þórlaug/Þórlaugr ...","U NOR1997;30A $","srd_parallel.csv","en","0"
"fr","...","U NOR1997;30B M","srd_parallel.csv","en","0"
"$M f(u)ma","$M Fumma(?)","U NOR1997;30C","srd_parallel.csv","en","0"
"...bneiRm","...","U NOR1997;30D M","srd_parallel.csv","en","0"
"fuþ","<fuþork>(?)/cunt(?)","U NOR1997;30E M","srd_parallel.csv","en","0"
"oþr/t^aþr t^a","... ...","U NOR1997;30F","srd_parallel.csv","en","0"
"uba^k","...","U NOR1997;31 M","srd_parallel.csv","en","0"
"ktytu","...","U NOR1998;24 M","srd_parallel.csv","en","0"
"iorils × ouriþ × uaksna ur : kroke × bat han × riþu × bar-... §B han : riþu × aok × siþa × sarþ × sararan × uara × hafir × fult ¶ fekit × fly : braot riþa §A ????????","Jórill's woundcauser / Jórill's abnormal stomach-ache disappear from Krókr! He bound the fever, he fought(?) §B the fever. And did away with the abscess. (He) has fully cought the pus. Flee away, fever! §A ...","U NOR1998;25 $ §A","srd_parallel.csv","en","0"
"...-i -ftiR ...","... in memory of ...","U NOR1998;27A $","srd_parallel.csv","en","0"
"þu : iuika^l/iuikl^a/iska^l/iskl^a","You ...","U NOR1998;27B M","srd_parallel.csv","en","0"
"... -it : tafast : rista : runir","... had Tafeistr to carve the runes.","U NOR2000;21 M","srd_parallel.csv","en","0"
"hulma · gierþi · at · sihtrygs · i · esi · þita","Holma made this at Sigtyggr's [place] in <esi>.","U NOR2000;22 M","srd_parallel.csv","en","0"
"--a fuþorkhnisatbRlm Roþat §B mbut rema þara abab þo","... <fuþorkhnisatbRlm> ... §B ... ... ... ... ...","U NOR2000;23 M §A","srd_parallel.csv","en","0"
"<k(R)slk...> §B <...-rl>/<...-kl>","... §B ...","U NOR2000;24 M §A","srd_parallel.csv","en","0"
"sihurþr × b... §B ... ...-fasta","Sigurðr ... §B ... ...-fasti(?)/...-fasta(?)","U NOR2000;25A §A","srd_parallel.csv","en","0"
"... ...(÷)a÷þ| |þ÷u÷ r÷u÷n÷a÷r : §B ...","... interpret the runes. §B ...","U NOR2000;25B M §A","srd_parallel.csv","en","0"
"$M §P ...(t)-rgar a knif §Q ...(t)-r gara knif","$M §P ... owns the knife. §Q ... make the knife.","U NOR2000;26","srd_parallel.csv","en","0"
"$M hera : nikala... ...","$M Sire Nikulás ...","U NOR2000;27B","srd_parallel.csv","en","0"
"nnnikbo?þm §B ????kn-","... §B ...","U NOR2000;28A M §A","srd_parallel.csv","en","0"
"-aþtuai/-aþa^nuai","...","U NOR2000;28B M","srd_parallel.csv","en","0"
"kuþrikr ¤ o ¤ kufri ¤ tyti","Guðríkr in <kufri> <tyti>","U NOR2000;29","srd_parallel.csv","en","0"
"þt kai","May you heed this (?)","U NOR2000;30A $","srd_parallel.csv","en","0"
"fr {PAX TEC}","Peace(?). {Pax tecum.}","U NOR2000;30B $","srd_parallel.csv","en","0"
"a^nþ/Rþ · i","... ...","U NOR2000;31A","srd_parallel.csv","en","0"
"(f)uu-","...","U NOR2000;31B","srd_parallel.csv","en","0"
"r","...","U NOR2000;32A","srd_parallel.csv","en","0"
"<raþ> <þat> §B r-ki/rki ??","Interpret that/this! §B Ruggi(?)/Ríki(?) ...","U NOR2000;32B $ §A","srd_parallel.csv","en","0"
"...astb--... §B ... × runa × ---...","<fuþorkhniastbmlR> §B ... runes ...","U NOR2000;33 §A","srd_parallel.csv","en","0"
"<raþ| |þ(u)> §B isiiiuuiii","Interpret! §B ...","U NOR2000;34A §A","srd_parallel.csv","en","0"
"-era-nae × ¶ -kiþ","... ...","U NOR2000;34B","srd_parallel.csv","en","0"
"... ...eir- ... §B · þeir (:) f--... ... §C ... reisa : -... ...","... their(?) ... §B they ... ... §C ... raised ... ...","U NOR2000;37 $ §A","srd_parallel.csv","en","0"
"fufofafi----(o)þaþ...orarikukokakihuhohahinunonani ¶ tutotatibubob--...-umomamilulolali §B frufrofrafri nribu §C mik : þurþir : mana : mist iousftr","... ... §B ... ... §C Me(?) ... most of men ...","U NOR2001;19 $ §A","srd_parallel.csv","en","0"
"fu","<fuþork>(?)","U NOR2001;20","srd_parallel.csv","en","0"
"...-um · m--...-þan : a---...","... ... ...","U NOR2001;21","srd_parallel.csv","en","0"
"----þiRi","...","U NOR2001;22A","srd_parallel.csv","en","0"
"...--b-þi--aaa-...","...","U NOR2001;22B M","srd_parallel.csv","en","0"
"...-tiaþ","...","U NOR2001;23 M","srd_parallel.csv","en","0"
"...-- (÷) uas ÷ uk ÷ fo-inu ÷ oi--...","... was(?) and(?)/also(?) ... ...","U NOR2001;24","srd_parallel.csv","en","0"
"arsiarþir- + (þ)oi §B miRi-þ ¶ ...i...-fri-k(þ)(k)-","... ... §B ... ...","U NOR2002;26 §A","srd_parallel.csv","en","0"
"iþiu §B (i)(f)","... §B ...","U NOR2002;28 §A","srd_parallel.csv","en","0"
"uikula : a skal birnulfr skeki","Végulla owns the bowl. Bjarnulfr <skeki>.","U NOR2002;29","srd_parallel.csv","en","0"
"... ...e : ru... ...","... wrought(?) runes(?) ...","U NOR2002;32 U","srd_parallel.csv","en","0"
"...-a...","...","U NOR2002;33A $","srd_parallel.csv","en","0"
"...-n...","...","U NOR2002;33B $","srd_parallel.csv","en","0"
"...r + ...","... ...","U NOR2002;33C","srd_parallel.csv","en","0"
"...þa-...","...","U NOR2002;33D","srd_parallel.csv","en","0"
"...it-...","...","U NOR2002;33E $","srd_parallel.csv","en","0"
"fuþorkhniastbkmlR","<fuþorkhniastbkmlR>","U NOR2003;22 M","srd_parallel.csv","en","0"
"ulauh × lit × rita × stain × iftiR hulma sun sin","Ólaug had the stone erected in memory of Holmi, her son.","U NOR2003;23","srd_parallel.csv","en","0"
"...in · au...","... ...","U Owe1996b;119","srd_parallel.csv","en","0"
"=U_THS30;78","=U_THS30;78","U Owe1996;119A","srd_parallel.csv","en","0"
"=U_Owe1996b;119","=U_Owe1996b;119","U Owe1996;119B","srd_parallel.csv","en","0"
"ikilauh × lit + hakua · eli þsa · eftR + sun sin × sihfastr · auk · -ihilt · broþiR hans · þ-u muþrkun bua i hu-um","Ingilaug had this rock-slab cut in memory of her son Sigfastr(?) and ... <-ihilt>, his brother. The mother and son, they live in Húsar(?)","U RR1987;134","srd_parallel.csv","en","0"
"... ...s muþiR ' ¶ + osmunt... ... ¶ runaR þisa(R) ...","... God's mother. Ásmundr ... these runes ...","U SD2013;24","srd_parallel.csv","en","0"
"o^r ¶ o^r ¶ o^r ¶ o^r","... ... ... ...","U SHM5664 M","srd_parallel.csv","en","0"
"...m/R... §B ...y...","... §B ...","U SHM28883:54 §A","srd_parallel.csv","en","0"
"=U_Fv1912;8","=U_Fv1912;8","U Sl1","srd_parallel.csv","en","0"
"a(þ)","...","U Sl2","srd_parallel.csv","en","0"
"=U_AST1;166","=U_AST1;166","U Sl3","srd_parallel.csv","en","0"
"=U_AST1;171","=U_AST1;171","U Sl4","srd_parallel.csv","en","0"
"=U_ANF1937;178A","=U_ANF1937;178A","U Sl6","srd_parallel.csv","en","0"
"=U_UR2;138A","=U_UR2;138A","U Sl7","srd_parallel.csv","en","0"
"=U_UR2;138B","=U_UR2;138B","U Sl8","srd_parallel.csv","en","0"
"=U_Fv1983;229","=U_Fv1983;229","U Sl9","srd_parallel.csv","en","0"
"=U_Fv1983;232","=U_Fv1983;232","U Sl10","srd_parallel.csv","en","0"
"=U_Fv1984;257","=U_Fv1984;257","U Sl11","srd_parallel.csv","en","0"
"=U_Fv1986;220C","=U_Fv1986;220C","U Sl12","srd_parallel.csv","en","0"
"=U_Fv1986;220B","=U_Fv1986;220B","U Sl13","srd_parallel.csv","en","0"
"=U_Fv1990;33","=U_Fv1990;33","U Sl14","srd_parallel.csv","en","0"
"=U_Fv1990;35","=U_Fv1990;35","U Sl15","srd_parallel.csv","en","0"
"=U_Fv1990;36","=U_Fv1990;36","U Sl16","srd_parallel.csv","en","0"
"=U_Fv1990;37","=U_Fv1990;37","U Sl17","srd_parallel.csv","en","0"
"=U_Fv1990;39A","=U_Fv1990;39A","U Sl18","srd_parallel.csv","en","0"
"=U_Fv1990;39B","=U_Fv1990;39B","U Sl19","srd_parallel.csv","en","0"
"=U_Fv1990;41A","=U_Fv1990;41A","U Sl20","srd_parallel.csv","en","0"
"=U_Fv1990;41B","=U_Fv1990;41B","U Sl21","srd_parallel.csv","en","0"
"=U_Fv1990;41C","=U_Fv1990;41C","U Sl22","srd_parallel.csv","en","0"
"=U_Fv1992;159B","=U_Fv1992;159B","U Sl24","srd_parallel.csv","en","0"
"=U_Fv1992;160","=U_Fv1992;160","U Sl25","srd_parallel.csv","en","0"
"=U_Fv1992;161A","=U_Fv1992;161A","U Sl26","srd_parallel.csv","en","0"
"=U_Fv1992;161B","=U_Fv1992;161B","U Sl27","srd_parallel.csv","en","0"
"=U_Fv1992;161C","=U_Fv1992;161C","U Sl28","srd_parallel.csv","en","0"
"=U_Fv1992;163A","=U_Fv1992;163A","U Sl29","srd_parallel.csv","en","0"
"=U_Fv1992;163B","=U_Fv1992;163B","U Sl30","srd_parallel.csv","en","0"
"=U_Fv1992;164B","=U_Fv1992;164B","U Sl31","srd_parallel.csv","en","0"
"=U_Fv1992;164C","=U_Fv1992;164C","U Sl32","srd_parallel.csv","en","0"
"=U_Fv1992;165","=U_Fv1992;165","U Sl33","srd_parallel.csv","en","0"
"=U_Fv1992;166","=U_Fv1992;166","U Sl34","srd_parallel.csv","en","0"
"=U_Fv1992;167A","=U_Fv1992;167A","U Sl35","srd_parallel.csv","en","0"
"=U_Fv1992;167C","=U_Fv1992;167C","U Sl36","srd_parallel.csv","en","0"
"=U_Fv1992;168C","=U_Fv1992;168C","U Sl37","srd_parallel.csv","en","0"
"=U_NOR1997;30F","=U_NOR1997;30F","U Sl38","srd_parallel.csv","en","0"
"=U_NOR1996;17A","=U_NOR1996;17A","U Sl39","srd_parallel.csv","en","0"
"=U_NOR1996;17B","=U_NOR1996;17B","U Sl40","srd_parallel.csv","en","0"
"=U_NOR1996;17C","=U_NOR1996;17C","U Sl41","srd_parallel.csv","en","0"
"=U_NOR1996;17D","=U_NOR1996;17D","U Sl42","srd_parallel.csv","en","0"
"=U_NOR1996;18B","=U_NOR1996;18B","U Sl43","srd_parallel.csv","en","0"
"=U_NOR1996;18C","=U_NOR1996;18C","U Sl44","srd_parallel.csv","en","0"
"=U_NOR1996;18D","=U_NOR1996;18D","U Sl45","srd_parallel.csv","en","0"
"=U_NOR1996;18E","=U_NOR1996;18E","U Sl46","srd_parallel.csv","en","0"
"=U_NOR1996;19","=U_NOR1996;19","U Sl47","srd_parallel.csv","en","0"
"=U_NOR1997;29A","=U_NOR1997;29A","U Sl48","srd_parallel.csv","en","0"
"=U_NOR1997;29B","=U_NOR1997;29B","U Sl49","srd_parallel.csv","en","0"
"=U_NOR1997;29C","=U_NOR1997;29C","U Sl50","srd_parallel.csv","en","0"
"=U_NOR1997;29D","=U_NOR1997;29D","U Sl51","srd_parallel.csv","en","0"
"=U_NOR1997;29E","=U_NOR1997;29E","U Sl52","srd_parallel.csv","en","0"
"=U_NOR1997;29F","=U_NOR1997;29F","U Sl53","srd_parallel.csv","en","0"
"=U_NOR1997;29G","=U_NOR1997;29G","U Sl54","srd_parallel.csv","en","0"
"=U_NOR1997;30A","=U_NOR1997;30A","U Sl55","srd_parallel.csv","en","0"
"=U_NOR1997;30B","=U_NOR1997;30B","U Sl56","srd_parallel.csv","en","0"
"=U_NOR1997;30C","=U_NOR1997;30C","U Sl57","srd_parallel.csv","en","0"
"=U_NOR1997;30D","=U_NOR1997;30D","U Sl58","srd_parallel.csv","en","0"
"=U_NOR1997;30E","=U_NOR1997;30E","U Sl59","srd_parallel.csv","en","0"
"=U_NOR1997;31","=U_NOR1997;31","U Sl60","srd_parallel.csv","en","0"
"=U_NOR1998;24","=U_NOR1998;24","U Sl61","srd_parallel.csv","en","0"
"=U_NOR1998;25","=U_NOR1998;25","U Sl62","srd_parallel.csv","en","0"
"=U_NOR2000;21","=U_NOR2000;21","U Sl63","srd_parallel.csv","en","0"
"=U_NOR2000;22","=U_NOR2000;22","U Sl64","srd_parallel.csv","en","0"
"=U_NOR1996;18A","=U_NOR1996;18A","U Sl65","srd_parallel.csv","en","0"
"=U_NOR2000;23","=U_NOR2000;23","U Sl71","srd_parallel.csv","en","0"
"=U_NOR2000;24","=U_NOR2000;24","U Sl72","srd_parallel.csv","en","0"
"=U_NOR2000;25A","=U_NOR2000;25A","U Sl73","srd_parallel.csv","en","0"
"=U_NOR2000;25B","=U_NOR2000;25B","U Sl74","srd_parallel.csv","en","0"
"=U_NOR2000;26","=U_NOR2000;26","U Sl75","srd_parallel.csv","en","0"
"=U_NOR2000;27A","=U_NOR2000;27A","U Sl76","srd_parallel.csv","en","0"
"=U_NOR2000;27B","=U_NOR2000;27B","U Sl77","srd_parallel.csv","en","0"
"=U_NOR2000;28A","=U_NOR2000;28A","U Sl78","srd_parallel.csv","en","0"
"=U_NOR2000;28B","=U_NOR2000;28B","U Sl79","srd_parallel.csv","en","0"
"olafr a kab þ... ...","Ólafr owns this(?) comb ...","U Sl81","srd_parallel.csv","en","0"
"=U_NOR2000;29","=U_NOR2000;29","U Sl82","srd_parallel.csv","en","0"
"=U_NOR2000;30A","=U_NOR2000;30A","U Sl84","srd_parallel.csv","en","0"
"=U_NOR2000;30B","=U_NOR2000;30B","U Sl85","srd_parallel.csv","en","0"
"=U_NOR2000;31A","=U_NOR2000;31A","U Sl86","srd_parallel.csv","en","0"
"=U_NOR2000;31B","=U_NOR2000;31B","U Sl87","srd_parallel.csv","en","0"
"=U_NOR2000;32A","=U_NOR2000;32A","U Sl88","srd_parallel.csv","en","0"
"=U_NOR2000;32B","=U_NOR2000;32B","U Sl89","srd_parallel.csv","en","0"
"=U_NOR2000;33","=U_NOR2000;33","U Sl90","srd_parallel.csv","en","0"
"=U_NOR2000;34A","=U_NOR2000;34A","U Sl91","srd_parallel.csv","en","0"
"=U_NOR2000;34B","=U_NOR2000;34B","U Sl92","srd_parallel.csv","en","0"
"...-taiaukm-...","...","U Sl93","srd_parallel.csv","en","0"
"<aul> <kut>","Good beer/feast.","U Sl95 $","srd_parallel.csv","en","0"
"=U_NOR2001;19","=U_NOR2001;19","U Sl97","srd_parallel.csv","en","0"
"=U_NOR2001;20","=U_NOR2001;20","U Sl98","srd_parallel.csv","en","0"
"=U_NOR2001;21","=U_NOR2001;21","U Sl99","srd_parallel.csv","en","0"
"=U_NOR2001;22A","=U_NOR2001;22A","U Sl100","srd_parallel.csv","en","0"
"=U_NOR2001;22B","=U_NOR2001;22B","U Sl101","srd_parallel.csv","en","0"
"=U_NOR2001;23","=U_NOR2001;23","U Sl102","srd_parallel.csv","en","0"
"=U_NOR2003;22","=U_NOR2003;22","U Sl103","srd_parallel.csv","en","0"
"=U_TOR1996;307","=U_TOR1996;307","U Sl109","srd_parallel.csv","en","0"
"{AIHN/AIMN +} ¶ lþu","... ...","U Sl115 M","srd_parallel.csv","en","0"
"fuþ-rkhni...","<fuþorkhniastbmlR>","U Sl117","srd_parallel.csv","en","0"
"...-s...","...","U SSM2009:2;35","srd_parallel.csv","en","0"
"hæra lin ÷ þæs kana a h^ok bæsæl k^øt hana g^ærit- hær §B agneta guþ sihni mik a^kneta sit bænekikta","Sire <lin> this tankard owns, and Pæsel(?) cast her. Geirarðr(?) ... §B Agneta. God bless me. Blessed be Agneta.","U STERIK2002;168 M §A","srd_parallel.csv","en","0"
"=U_Fv2009;312","=U_Fv2009;312","U Strömbeck1993;710","srd_parallel.csv","en","0"
"isa · lit · stain hkua · iftR · stiub- sina · auk hlka li... ...a · ifR · suni · sina tan · suain","<isa> had the stone cut in memory of his stepsons; and Helga had (the stone) cut in memory of her sons Danr and Sveinn.","U THS10;58 $","srd_parallel.csv","en","0"
"†$ [rahnfastr · auk · ika · au(k) ... ...u · akua · stin · þinsa · auk · bru · kira · aftir · þurstin ... sin · h(a)n · f-- ... ...t · ans ·]","†$ Ragnfastr and Inga and ... had this stone cut and the bridge made in memory of Þorsteinn, their ... He fell(?) ... his spirit.","U THS30;83","srd_parallel.csv","en","0"
"fuþorkhniistbmlR","<fuþorkhniastbmlR>","U TOR1996;307 M","srd_parallel.csv","en","0"
"fal-ala(l) ¶ (a)a-alf §B -...l- ¶ -...f","... ... §B ... ...","U Uppl1969;32 M §A","srd_parallel.csv","en","0"
